"Orthogroup"	"human"	"mouse"	"monkey"
"h_OG0012392"	"ENSG00000178502"	"ENSMUSG00000048732"	"ENSMMUG00000005962"
"h_OG0012393"	"ENSG00000132153"	"ENSMUSG00000032480"	"ENSMMUG00000003820"
"h_OG0012394"	"ENSG00000119041"	"ENSMUSG00000041303"	"ENSMMUG00000008643"
"h_OG0012395"	"ENSG00000119608"	"ENSMUSG00000042320"	"ENSMMUG00000004259"
"h_OG0012396"	"ENSG00000111725"	"ENSMUSG00000029513"	"ENSMMUG00000019860"
"h_OG0012397"	"ENSG00000119596"	"ENSMUSG00000021244"	"ENSMMUG00000004255"
"h_OG0012398"	"ENSG00000094916"	"ENSMUSG00000009575"	"ENSMMUG00000004950"
"h_OG0012399"	"ENSG00000091039"	"ENSMUSG00000020189"	"ENSMMUG00000017864"
"h_OG0012400"	"ENSG00000157851"	"ENSMUSG00000029168"	"ENSMMUG00000019731"
"h_OG0012401"	"ENSG00000115325"	"ENSMUSG00000068335"	"ENSMMUG00000002139"
"h_OG0012402"	"ENSG00000005381"	"ENSMUSG00000009350"	"ENSMMUG00000002266"
"h_OG0012403"	"ENSG00000235718"	"ENSMUSG00000034739"	"ENSMMUG00000005485"
"h_OG0012404"	"ENSG00000224982"	"ENSMUSG00000079278"	"ENSMMUG00000041733"
"h_OG0012405"	"ENSG00000196743"	"ENSMUSG00000000594"	"ENSMMUG00000022869"
"h_OG0012406"	"ENSG00000111481"	"ENSMUSG00000060992"	"ENSMMUG00000005182"
"h_OG0012407"	"ENSG00000183273"	"ENSMUSG00000043913"	"ENSMMUG00000010087"
"h_OG0012408"	"ENSG00000198624"	"ENSMUSG00000049588"	"ENSMMUG00000022868"
"h_OG0012409"	"ENSG00000054611"	"ENSMUSG00000051864"	"ENSMMUG00000003764"
"h_OG0012410"	"ENSG00000149474"	"ENSMUSG00000027425"	"ENSMMUG00000023140"
"h_OG0012411"	"ENSG00000145198"	"ENSMUSG00000046613"	"ENSMMUG00000018949"
"h_OG0012412"	"ENSG00000167779"	"ENSMUSG00000023046"	"ENSMMUG00000049113"
"h_OG0012413"	"ENSG00000115318"	"ENSMUSG00000000693"	"ENSMMUG00000002138"
"h_OG0012414"	"ENSG00000004399"	"ENSMUSG00000030123"	"ENSMMUG00000012737"
"h_OG0012415"	"ENSG00000111783"	"ENSMUSG00000020037"	"ENSMMUG00000022118"
"h_OG0012416"	"ENSG00000197992"	"ENSMUSG00000046080"	"ENSMMUG00000005833"
"h_OG0012417"	"ENSG00000166508"	"ENSMUSG00000029730"	"ENSMMUG00000013442"
"h_OG0012418"	"ENSG00000225190"	"ENSMUSG00000034247"	"ENSMMUG00000008459"
"h_OG0012419"	"ENSG00000154305"	"ENSMUSG00000056050"	"ENSMMUG00000001021"
"h_OG0012420"	"ENSG00000084110"	"ENSMUSG00000020017"	"ENSMMUG00000009308"
"h_OG0012421"	"ENSG00000090539"	"ENSMUSG00000006958"	"ENSMMUG00000007528"
"h_OG0012422"	"ENSG00000004779"	"ENSMUSG00000030869"	"ENSMMUG00000031759"
"h_OG0012423"	"ENSG00000171004"	"ENSMUSG00000062184"	"ENSMMUG00000004198"
"h_OG0012424"	"ENSG00000012211"	"ENSMUSG00000031145"	"ENSMMUG00000023024"
"h_OG0012425"	"ENSG00000138759"	"ENSMUSG00000034687"	"ENSMMUG00000002564"
"h_OG0012426"	"ENSG00000013375"	"ENSMUSG00000056131"	"ENSMMUG00000012589"
"h_OG0012427"	"ENSG00000018280"	"ENSMUSG00000026177"	"ENSMMUG00000013359"
"h_OG0012428"	"ENSG00000132676"	"ENSMUSG00000068921"	"ENSMMUG00000018080"
"h_OG0012429"	"ENSG00000167780"	"ENSMUSG00000023045"	"ENSMMUG00000020339"
"h_OG0012430"	"ENSG00000184160"	"ENSMUSG00000045318"	"ENSMMUG00000014781"
"h_OG0012431"	"ENSG00000169181"	"ENSMUSG00000046182"	"ENSMMUG00000015572"
"h_OG0012432"	"ENSG00000123405"	"ENSMUSG00000058794"	"ENSMMUG00000012992"
"h_OG0012433"	"ENSG00000087303"	"ENSMUSG00000021806"	"ENSMMUG00000018201"
"h_OG0012434"	"ENSG00000111785"	"ENSMUSG00000035620"	"ENSMMUG00000009236"
"h_OG0012435"	"ENSG00000154227"	"ENSMUSG00000030510"	"ENSMMUG00000016498"
"h_OG0012436"	"ENSG00000135605"	"ENSMUSG00000029217"	"ENSMMUG00000018628"
"h_OG0012437"	"ENSG00000083857"	"ENSMUSG00000070047"	"ENSMMUG00000018051"
"h_OG0012438"	"ENSG00000162819"	"ENSMUSG00000046836"	"ENSMMUG00000015026"
"h_OG0012439"	"ENSG00000087302"	"ENSMUSG00000021807"	"ENSMMUG00000018200"
"h_OG0012440"	"ENSG00000100593"	"ENSMUSG00000050671"	"ENSMMUG00000013555"
"h_OG0012441"	"ENSG00000016402"	"ENSMUSG00000020007"	"ENSMMUG00000013566"
"h_OG0012442"	"ENSG00000150048"	"ENSMUSG00000033082"	"ENSMMUG00000005832"
"h_OG0012443"	"ENSG00000002745"	"ENSMUSG00000029671"	"ENSMMUG00000002439"
"h_OG0012444"	"ENSG00000092148"	"ENSMUSG00000035247"	"ENSMMUG00000003120"
"h_OG0012445"	"ENSG00000143842"	"ENSMUSG00000070643"	"ENSMMUG00000008460"
"h_OG0012446"	"ENSG00000161202"	"ENSMUSG00000003233"	"ENSMMUG00000006553"
"h_OG0012447"	"ENSG00000106290"	"ENSMUSG00000036980"	"ENSMMUG00000013450"
"h_OG0012448"	"ENSG00000135124"	"ENSMUSG00000029470"	"ENSMMUG00000003521"
"h_OG0012449"	"ENSG00000076716"	"ENSMUSG00000031119"	"ENSMMUG00000003456"
"h_OG0012450"	"ENSG00000013503"	"ENSMUSG00000034453"	"ENSMMUG00000005208"
"h_OG0012451"	"ENSG00000126882"	"ENSMUSG00000050592"	"ENSMMUG00000021278"
"h_OG0012452"	"ENSG00000174233"	"ENSMUSG00000022994"	"ENSMMUG00000006253"
"h_OG0012453"	"ENSG00000143845"	"ENSMUSG00000070644"	"ENSMMUG00000008462"
"h_OG0012454"	"ENSG00000117640"	"ENSMUSG00000046671"	"ENSMMUG00000007854"
"h_OG0012455"	"ENSG00000125207"	"ENSMUSG00000029423"	"ENSMMUG00000005629"
"h_OG0012456"	"ENSG00000140688"	"ENSMUSG00000030780"	"ENSMMUG00000000899"
"h_OG0012457"	"ENSG00000134460"	"ENSMUSG00000026770"	"ENSMMUG00000015151"
"h_OG0012458"	"ENSG00000133316"	"ENSMUSG00000042729"	"ENSMMUG00000018779"
"h_OG0012459"	"ENSG00000090534"	"ENSMUSG00000022847"	"ENSMMUG00000007525"
"h_OG0012460"	"ENSG00000177272"	"ENSMUSG00000047959"	"ENSMMUG00000018684"
"h_OG0012461"	"ENSG00000197965"	"ENSMUSG00000026566"	"ENSMMUG00000042366"
"h_OG0012462"	"ENSG00000102871"	"ENSMUSG00000031887"	"ENSMMUG00000005908"
"h_OG0012463"	"ENSG00000205560"	"ENSMUSG00000078937"	"ENSMMUG00000003121"
"h_OG0012464"	"ENSG00000083097"	"ENSMUSG00000034973"	"ENSMMUG00000012580"
"h_OG0012465"	"ENSG00000140675"	"ENSMUSG00000030781"	"ENSMMUG00000000897"
"h_OG0012466"	"ENSG00000204217"	"ENSMUSG00000067336"	"ENSMMUG00000009009"
"h_OG0012467"	"ENSG00000071051"	"ENSMUSG00000066877"	"ENSMMUG00000001390"
"h_OG0012468"	"ENSG00000178104"	"ENSMUSG00000038170"	"ENSMMUG00000044046"
"h_OG0012469"	"ENSG00000122966"	"ENSMUSG00000029516"	"ENSMMUG00000019861"
"h_OG0012470"	"ENSG00000164163"	"ENSMUSG00000058355"	"ENSMMUG00000004433"
"h_OG0012471"	"ENSG00000175166"	"ENSMUSG00000006998"	"ENSMMUG00000000800"
"h_OG0012472"	"ENSG00000136267"	"ENSMUSG00000036095"	"ENSMMUG00000020418"
"h_OG0012473"	"ENSG00000161671"	"ENSMUSG00000008140"	"ENSMMUG00000046949"
"h_OG0012474"	"ENSG00000081985"	"ENSMUSG00000018341"	"ENSMMUG00000000651"
"h_OG0012475"	"ENSG00000127423"	"ENSMUSG00000078521"	"ENSMMUG00000007856"
"h_OG0012476"	"ENSG00000175224"	"ENSMUSG00000027244"	"ENSMMUG00000019672"
"h_OG0012477"	"ENSG00000109066"	"ENSMUSG00000045980"	"ENSMMUG00000005739"
"h_OG0012478"	"ENSG00000013392"	"ENSMUSG00000032417"	"ENSMMUG00000012590"
"h_OG0012479"	"ENSG00000135837"	"ENSMUSG00000033671"	"ENSMMUG00000002135"
"h_OG0012480"	"ENSG00000111144"	"ENSMUSG00000015889"	"ENSMMUG00000009312"
"h_OG0012481"	"ENSG00000198885"	"ENSMUSG00000074825"	"ENSMMUG00000023268"
"h_OG0012482"	"ENSG00000142530"	"ENSMUSG00000051113"	"ENSMMUG00000006717"
"h_OG0012483"	"ENSG00000183090"	"ENSMUSG00000042353"	"ENSMMUG00000003319"
"h_OG0012484"	"ENSG00000102878"	"ENSMUSG00000033249"	"ENSMMUG00000005906"
"h_OG0012485"	"ENSG00000175582"	"ENSMUSG00000030704"	"ENSMMUG00000030964"
"h_OG0012486"	"ENSG00000144524"	"ENSMUSG00000026240"	"ENSMMUG00000022831"
"h_OG0012487"	"ENSG00000196937"	"ENSMUSG00000029672"	"ENSMMUG00000002440"
"h_OG0012488"	"ENSG00000167965"	"ENSMUSG00000024142"	"ENSMMUG00000019232"
"h_OG0012489"	"ENSG00000072518"	"ENSMUSG00000024969"	"ENSMMUG00000014131"
"h_OG0012490"	"ENSG00000162063"	"ENSMUSG00000072082"	"ENSMMUG00000000001"
"h_OG0012491"	"ENSG00000005379"	"ENSMUSG00000034156"	"ENSMMUG00000018087"
"h_OG0012492"	"ENSG00000123080"	"ENSMUSG00000028551"	"ENSMMUG00000019057"
"h_OG0012493"	"ENSG00000157303"	"ENSMUSG00000021384"	"ENSMMUG00000013691"
"h_OG0012494"	"ENSG00000158710"	"ENSMUSG00000026547"	"ENSMMUG00000040609"
"h_OG0012495"	"ENSG00000175182"	"ENSMUSG00000050821"	"ENSMMUG00000007503"
"h_OG0012496"	"ENSG00000146733"	"ENSMUSG00000029446"	"ENSMMUG00000046437"
"h_OG0012497"	"ENSG00000138439"	"ENSMUSG00000041040"	"ENSMMUG00000021152"
"h_OG0012498"	"ENSG00000085224"	"ENSMUSG00000031229"	"ENSMMUG00000022574"
"h_OG0012499"	"ENSG00000154493"	"ENSMUSG00000030994"	"ENSMMUG00000009663"
"h_OG0012500"	"ENSG00000144579"	"ENSMUSG00000026176"	"ENSMMUG00000015268"
"h_OG0012501"	"ENSG00000143119"	"ENSMUSG00000040747"	"ENSMMUG00000000811"
"h_OG0012502"	"ENSG00000143199"	"ENSMUSG00000026567"	"ENSMMUG00000010380"
"h_OG0012503"	"ENSG00000085552"	"ENSMUSG00000037995"	"ENSMMUG00000004706"
"h_OG0012504"	"ENSG00000163596"	"ENSMUSG00000026018"	"ENSMMUG00000017364"
"h_OG0012505"	"ENSG00000100596"	"ENSMUSG00000021036"	"ENSMMUG00000013556"
"h_OG0012506"	"ENSG00000147257"	"ENSMUSG00000055653"	"ENSMMUG00000009622"
"h_OG0012507"	"ENSG00000112561"	"ENSMUSG00000023990"	"ENSMMUG00000004690"
"h_OG0012508"	"ENSG00000186628"	"ENSMUSG00000038663"	"ENSMMUG00000019138"
"h_OG0012509"	"ENSG00000130768"	"ENSMUSG00000028885"	"ENSMMUG00000018175"
"h_OG0012510"	"ENSG00000156973"	"ENSMUSG00000026239"	"ENSMMUG00000047169"
"h_OG0012511"	"ENSG00000161203"	"ENSMUSG00000022841"	"ENSMMUG00000006557"
"h_OG0012512"	"ENSG00000036672"	"ENSMUSG00000032010"	"ENSMMUG00000008921"
"h_OG0012513"	"ENSG00000275052"	"ENSMUSG00000020463"	"ENSMMUG00000007001"
"h_OG0012514"	"ENSG00000162490"	"ENSMUSG00000029005"	"ENSMMUG00000014224"
"h_OG0012515"	"ENSG00000183735"	"ENSMUSG00000020115"	"ENSMMUG00000007658"
"h_OG0012516"	"ENSG00000162723"	"ENSMUSG00000026548"	"ENSMMUG00000004707"
"h_OG0012517"	"ENSG00000060709"	"ENSMUSG00000029420"	"ENSMMUG00000009048"
"h_OG0012518"	"ENSG00000115657"	"ENSMUSG00000026198"	"ENSMMUG00000019616"
"h_OG0012519"	"ENSG00000196150"	"ENSMUSG00000054967"	"ENSMMUG00000011548"
"h_OG0012520"	"ENSG00000163814"	"ENSMUSG00000035498"	"ENSMMUG00000005742"
"h_OG0012521"	"ENSG00000163666"	"ENSMUSG00000040726"	"ENSMMUG00000007224"
"h_OG0012522"	"ENSG00000143839"	"ENSMUSG00000070645"	"ENSMMUG00000008464"
"h_OG0012523"	"ENSG00000092929"	"ENSMUSG00000057948"	"ENSMMUG00000002822"
"h_OG0012524"	"ENSG00000143315"	"ENSMUSG00000050229"	"ENSMMUG00000047089"
"h_OG0012525"	"ENSG00000180316"	"ENSMUSG00000043286"	"ENSMMUG00000000685"
"h_OG0012526"	"ENSG00000177807"	"ENSMUSG00000044708"	"ENSMMUG00000046470"
"h_OG0012527"	"ENSG00000186334"	"ENSMUSG00000049491"	"ENSMMUG00000022870"
"h_OG0012528"	"ENSG00000164164"	"ENSMUSG00000036990"	"ENSMMUG00000004437"
"h_OG0012529"	"ENSG00000111450"	"ENSMUSG00000029428"	"ENSMMUG00000020926"
"h_OG0012530"	"ENSG00000203952"	"ENSMUSG00000073207"	"ENSMMUG00000032341"
"h_OG0012531"	"ENSG00000115648"	"ENSMUSG00000026303"	"ENSMMUG00000012089"
"h_OG0012532"	"ENSG00000174827"	"ENSMUSG00000038298"	"ENSMMUG00000019642"
"h_OG0012533"	"ENSG00000143158"	"ENSMUSG00000026568"	"ENSMMUG00000045748"
"h_OG0012534"	"ENSG00000143850"	"ENSMUSG00000041757"	"ENSMMUG00000017114"
"h_OG0012535"	"ENSG00000186908"	"ENSMUSG00000035798"	"ENSMMUG00000018254"
"h_OG0012536"	"ENSG00000173653"	"ENSMUSG00000024889"	"ENSMMUG00000004531"
"h_OG0012537"	"ENSG00000160539"	"ENSMUSG00000051373"	"ENSMMUG00000047768"
"h_OG0012538"	"ENSG00000114867"	"ENSMUSG00000045983"	"ENSMMUG00000010934"
"h_OG0012539"	"ENSG00000143164"	"ENSMUSG00000026571"	"ENSMMUG00000010389"
"h_OG0012540"	"ENSG00000173715"	"ENSMUSG00000071691"	"ENSMMUG00000004529"
"h_OG0012541"	"ENSG00000105261"	"ENSMUSG00000100512"	"ENSMMUG00000000520"
"h_OG0012542"	"ENSG00000105258"	"ENSMUSG00000019738"	"ENSMMUG00000000522"
"h_OG0012543"	"ENSG00000133612"	"ENSMUSG00000023353"	"ENSMMUG00000009546"
"h_OG0012544"	"ENSG00000154309"	"ENSMUSG00000030768"	"ENSMMUG00000005873"
"h_OG0012545"	"ENSG00000162729"	"ENSMUSG00000038034"	"ENSMMUG00000031542"
"h_OG0012546"	"ENSG00000198105"	"ENSMUSG00000030145"	"ENSMMUG00000010741"
"h_OG0012547"	"ENSG00000135913"	"ENSMUSG00000033364"	"ENSMMUG00000015218"
"h_OG0012548"	"ENSG00000163273"	"ENSMUSG00000026241"	"ENSMMUG00000006981"
"h_OG0012549"	"ENSG00000139626"	"ENSMUSG00000001281"	"ENSMMUG00000005245"
"h_OG0012550"	"ENSG00000182685"	"ENSMUSG00000045744"	"ENSMMUG00000019233"
"h_OG0012551"	"ENSG00000129493"	"ENSMUSG00000035181"	"ENSMMUG00000011779"
"h_OG0012552"	"ENSG00000187554"	"ENSMUSG00000079164"	"ENSMMUG00000000870"
"h_OG0012553"	"ENSG00000204006"	"ENSMUSG00000060491"	"ENSMMUG00000006651"
"h_OG0012554"	"ENSG00000113391"	"ENSMUSG00000064138"	"ENSMMUG00000001722"
"h_OG0012555"	"ENSG00000164161"	"ENSMUSG00000064325"	"ENSMMUG00000007968"
"h_OG0012556"	"ENSG00000112367"	"ENSMUSG00000038417"	"ENSMMUG00000020538"
"h_OG0012557"	"ENSG00000121931"	"ENSMUSG00000056260"	"ENSMMUG00000000812"
"h_OG0012558"	"ENSG00000176697"	"ENSMUSG00000048482"	"ENSMMUG00000008634"
"h_OG0012559"	"ENSG00000175183"	"ENSMUSG00000020186"	"ENSMMUG00000018257"
"h_OG0012560"	"ENSG00000164485"	"ENSMUSG00000039760"	"ENSMMUG00000013562"
"h_OG0012561"	"ENSG00000132341"	"ENSMUSG00000029430"	"ENSMMUG00000020927"
"h_OG0012562"	"ENSG00000119147"	"ENSMUSG00000026051"	"ENSMMUG00000001697"
"h_OG0012563"	"ENSG00000129480"	"ENSMUSG00000020956"	"ENSMMUG00000005655"
"h_OG0012564"	"ENSG00000163623"	"ENSMUSG00000035187"	"ENSMMUG00000021161"
"h_OG0012565"	"ENSG00000173818"	"ENSMUSG00000039850"	"ENSMMUG00000001285"
"h_OG0012566"	"ENSG00000010278"	"ENSMUSG00000030342"	"ENSMMUG00000004470"
"h_OG0012567"	"ENSG00000151692"	"ENSMUSG00000020642"	"ENSMMUG00000045908"
"h_OG0012568"	"ENSG00000139651"	"ENSMUSG00000046897"	"ENSMMUG00000005246"
"h_OG0012569"	"ENSG00000186335"	"ENSMUSG00000020264"	"ENSMMUG00000005567"
"h_OG0012570"	"ENSG00000167535"	"ENSMUSG00000003352"	"ENSMMUG00000008430"
"h_OG0012571"	"ENSG00000139631"	"ENSMUSG00000023044"	"ENSMMUG00000015153"
"h_OG0012572"	"ENSG00000111145"	"ENSMUSG00000008398"	"ENSMMUG00000018145"
"h_OG0012573"	"ENSG00000175707"	"ENSMUSG00000037600"	"ENSMMUG00000002555"
"h_OG0012574"	"ENSG00000215547"	"ENSMUSG00000074679"	"ENSMMUG00000038849"
"h_OG0012575"	"ENSG00000166128"	"ENSMUSG00000036943"	"ENSMMUG00000013460"
"h_OG0012576"	"ENSG00000215545"	"ENSMUSG00000044249"	"ENSMMUG00000031231"
"h_OG0012577"	"ENSG00000182180"	"ENSMUSG00000049960"	"ENSMMUG00000011284"
"h_OG0012578"	"ENSG00000163624"	"ENSMUSG00000029330"	"ENSMMUG00000021162"
"h_OG0012579"	"ENSG00000127831"	"ENSMUSG00000026175"	"ENSMMUG00000016899"
"h_OG0012580"	"ENSG00000197121"	"ENSMUSG00000073678"	"ENSMMUG00000043369"
"h_OG0012581"	"ENSG00000166321"	"ENSMUSG00000021809"	"ENSMMUG00000011276"
"h_OG0012582"	"ENSG00000134453"	"ENSMUSG00000037197"	"ENSMMUG00000015152"
"h_OG0012583"	"ENSG00000263528"	"ENSMUSG00000042349"	"ENSMMUG00000002526"
"h_OG0012584"	"ENSG00000161677"	"ENSMUSG00000038695"	"ENSMMUG00000021269"
"h_OG0012585"	"ENSG00000174132"	"ENSMUSG00000051185"	"ENSMMUG00000014863"
"h_OG0012586"	"ENSG00000253368"	"ENSMUSG00000056596"	"ENSMMUG00000021031"
"h_OG0012587"	"ENSG00000188906"	"ENSMUSG00000036273"	"ENSMMUG00000015857"
"h_OG0012588"	"ENSG00000158246"	"ENSMUSG00000046694"	"ENSMMUG00000015115"
"h_OG0012589"	"ENSG00000064787"	"ENSMUSG00000013523"	"ENSMMUG00000020082"
"h_OG0012590"	"ENSG00000135127"	"ENSMUSG00000041609"	"ENSMMUG00000011209"
"h_OG0012591"	"ENSG00000173821"	"ENSMUSG00000070327"	"ENSMMUG00000005455"
"h_OG0012592"	"ENSG00000165891"	"ENSMUSG00000020185"	"ENSMMUG00000022846"
"h_OG0012593"	"ENSG00000172765"	"ENSMUSG00000030126"	"ENSMMUG00000016793"
"h_OG0012594"	"ENSG00000073350"	"ENSMUSG00000020782"	"ENSMMUG00000001228"
"h_OG0012595"	"ENSG00000130723"	"ENSMUSG00000039262"	"ENSMMUG00000009973"
"h_OG0012596"	"ENSG00000230124"	"ENSMUSG00000033701"	"ENSMMUG00000012051"
"h_OG0012597"	"ENSG00000164900"	"ENSMUSG00000067724"	"ENSMMUG00000043445"
"h_OG0012598"	"ENSG00000146926"	"ENSMUSG00000038204"	"ENSMMUG00000006672"
"h_OG0012599"	"ENSG00000156531"	"ENSMUSG00000025626"	"ENSMMUG00000007997"
"h_OG0012600"	"ENSG00000121454"	"ENSMUSG00000026468"	"ENSMMUG00000042861"
"h_OG0012601"	"ENSG00000059758"	"ENSMUSG00000020015"	"ENSMMUG00000015902"
"h_OG0012602"	"ENSG00000132681"	"ENSMUSG00000007107"	"ENSMMUG00000017833"
"h_OG0012603"	"ENSG00000112078"	"ENSMUSG00000005936"	"ENSMMUG00000014508"
"h_OG0012604"	"ENSG00000204653"	"ENSMUSG00000038704"	"ENSMMUG00000021060"
"h_OG0012605"	"ENSG00000145248"	"ENSMUSG00000029219"	"ENSMMUG00000006703"
"h_OG0012606"	"ENSG00000182223"	"ENSMUSG00000063935"	"ENSMMUG00000006704"
"h_OG0012607"	"ENSG00000120832"	"ENSMUSG00000049038"	"ENSMMUG00000022278"
"h_OG0012608"	"ENSG00000156042"	"ENSMUSG00000039543"	"ENSMMUG00000011285"
"h_OG0012609"	"ENSG00000151135"	"ENSMUSG00000060935"	"ENSMMUG00000046243"
"h_OG0012610"	"ENSG00000169180"	"ENSMUSG00000000131"	"ENSMMUG00000018623"
"h_OG0012611"	"ENSG00000177674"	"ENSMUSG00000029007"	"ENSMMUG00000004677"
"h_OG0012612"	"ENSG00000170903"	"ENSMUSG00000041124"	"ENSMMUG00000010988"
"h_OG0012613"	"ENSG00000266094"	"ENSMUSG00000026430"	"ENSMMUG00000045607"
"h_OG0012614"	"ENSG00000143318"	"ENSMUSG00000007122"	"ENSMMUG00000046792"
"h_OG0012615"	"ENSG00000179165"	"ENSMUSG00000045378"	"ENSMMUG00000040249"
"h_OG0012616"	"ENSG00000122882"	"ENSMUSG00000021810"	"ENSMMUG00000011280"
"h_OG0012617"	"ENSG00000140471"	"ENSMUSG00000053091"	"ENSMMUG00000016503"
"h_OG0012618"	"ENSG00000168785"	"ENSMUSG00000028152"	"ENSMMUG00000011702"
"h_OG0012619"	"ENSG00000187231"	"ENSMUSG00000042272"	"ENSMMUG00000019690"
"h_OG0012620"	"ENSG00000171357"	"ENSMUSG00000028701"	"ENSMMUG00000005838"
"h_OG0012621"	"ENSG00000143486"	"ENSMUSG00000026427"	"ENSMMUG00000002528"
"h_OG0012622"	"ENSG00000143324"	"ENSMUSG00000026469"	"ENSMMUG00000012848"
"h_OG0012623"	"ENSG00000085998"	"ENSMUSG00000028700"	"ENSMMUG00000015078"
"h_OG0012624"	"ENSG00000143147"	"ENSMUSG00000040836"	"ENSMMUG00000010395"
"h_OG0012625"	"ENSG00000186141"	"ENSMUSG00000028099"	"ENSMMUG00000016735"
"h_OG0012626"	"ENSG00000158161"	"ENSMUSG00000028886"	"ENSMMUG00000012965"
"h_OG0012627"	"ENSG00000144535"	"ENSMUSG00000053333"	"ENSMMUG00000015167"
"h_OG0012628"	"ENSG00000183475"	"ENSMUSG00000030509"	"ENSMMUG00000016504"
"h_OG0012629"	"ENSG00000222011"	"ENSMUSG00000047221"	"ENSMMUG00000037761"
"h_OG0012630"	"ENSG00000117281"	"ENSMUSG00000038304"	"ENSMMUG00000007969"
"h_OG0012631"	"ENSG00000162734"	"ENSMUSG00000013698"	"ENSMMUG00000043025"
"h_OG0012632"	"ENSG00000265491"	"ENSMUSG00000028098"	"ENSMMUG00000016736"
"h_OG0012633"	"ENSG00000124839"	"ENSMUSG00000026304"	"ENSMMUG00000012094"
"h_OG0012634"	"ENSG00000082014"	"ENSMUSG00000028949"	"ENSMMUG00000006687"
"h_OG0012635"	"ENSG00000143479"	"ENSMUSG00000016526"	"ENSMMUG00000023566"
"h_OG0012636"	"ENSG00000172667"	"ENSMUSG00000027663"	"ENSMMUG00000003216"
"h_OG0012637"	"ENSG00000143155"	"ENSMUSG00000040843"	"ENSMMUG00000021166"
"h_OG0012638"	"ENSG00000079335"	"ENSMUSG00000033502"	"ENSMMUG00000019106"
"h_OG0012639"	"ENSG00000162889"	"ENSMUSG00000016528"	"ENSMMUG00000023567"
"h_OG0012640"	"ENSG00000172164"	"ENSMUSG00000060429"	"ENSMMUG00000002607"
"h_OG0012641"	"ENSG00000213064"	"ENSMUSG00000040848"	"ENSMMUG00000005283"
"h_OG0012642"	"ENSG00000172172"	"ENSMUSG00000022370"	"ENSMMUG00000002599"
"h_OG0012643"	"ENSG00000067798"	"ENSMUSG00000020181"	"ENSMMUG00000021329"
"h_OG0012644"	"ENSG00000123091"	"ENSMUSG00000028557"	"ENSMMUG00000012112"
"h_OG0012645"	"ENSG00000198835"	"ENSMUSG00000043448"	"ENSMMUG00000023086"
"h_OG0012646"	"ENSG00000033100"	"ENSMUSG00000038181"	"ENSMMUG00000006682"
"h_OG0012647"	"ENSG00000165233"	"ENSMUSG00000037960"	"ENSMMUG00000013692"
"h_OG0012648"	"ENSG00000163166"	"ENSMUSG00000024384"	"ENSMMUG00000002799"
"h_OG0012649"	"ENSG00000213551"	"ENSMUSG00000021811"	"ENSMMUG00000011282"
"h_OG0012650"	"ENSG00000077150"	"ENSMUSG00000025225"	"ENSMMUG00000002990"
"h_OG0012651"	"ENSG00000156171"	"ENSMUSG00000027900"	"ENSMMUG00000002463"
"h_OG0012652"	"ENSG00000172167"	"ENSMUSG00000022369"	"ENSMMUG00000002601"
"h_OG0012653"	"ENSG00000138286"	"ENSMUSG00000039599"	"ENSMMUG00000011281"
"h_OG0012654"	"ENSG00000188596"	"ENSMUSG00000020014"	"ENSMMUG00000019643"
"h_OG0012655"	"ENSG00000113532"	"ENSMUSG00000040710"	"ENSMMUG00000013109"
"h_OG0012656"	"ENSG00000136634"	"ENSMUSG00000016529"	"ENSMMUG00000023569"
"h_OG0012657"	"ENSG00000008405"	"ENSMUSG00000020038"	"ENSMMUG00000021808"
"h_OG0012658"	"ENSG00000153179"	"ENSMUSG00000025795"	"ENSMMUG00000044432"
"h_OG0012659"	"ENSG00000146360"	"ENSMUSG00000046922"	"ENSMMUG00000014763"
"h_OG0012660"	"ENSG00000143502"	"ENSMUSG00000038576"	"ENSMMUG00000012695"
"h_OG0012661"	"ENSG00000163982"	"ENSMUSG00000051596"	"ENSMMUG00000002782"
"h_OG0012662"	"ENSG00000173930"	"ENSMUSG00000040693"	"ENSMMUG00000007773"
"h_OG0012663"	"ENSG00000168229"	"ENSMUSG00000071489"	"ENSMMUG00000000024"
"h_OG0012664"	"ENSG00000131669"	"ENSMUSG00000037966"	"ENSMMUG00000014398"
"h_OG0012665"	"ENSG00000165704"	"ENSMUSG00000025630"	"ENSMMUG00000008303"
"h_OG0012666"	"ENSG00000156232"	"ENSMUSG00000045795"	"ENSMMUG00000003498"
"h_OG0012667"	"ENSG00000161509"	"ENSMUSG00000020734"	"ENSMMUG00000005744"
"h_OG0012668"	"ENSG00000135677"	"ENSMUSG00000034707"	"ENSMMUG00000006481"
"h_OG0012669"	"ENSG00000134255"	"ENSMUSG00000040774"	"ENSMMUG00000002461"
"h_OG0012670"	"ENSG00000096088"	"ENSMUSG00000023987"	"ENSMMUG00000048466"
"h_OG0012671"	"ENSG00000204335"	"ENSMUSG00000075304"	"ENSMMUG00000002690"
"h_OG0012672"	"ENSG00000110931"	"ENSMUSG00000029471"	"ENSMMUG00000016969"
"h_OG0012673"	"ENSG00000146463"	"ENSMUSG00000042446"	"ENSMMUG00000019793"
"h_OG0012674"	"ENSG00000027697"	"ENSMUSG00000020009"	"ENSMMUG00000045195"
"h_OG0012675"	"ENSG00000146909"	"ENSMUSG00000001569"	"ENSMMUG00000039033"
"h_OG0012676"	"ENSG00000138380"	"ENSMUSG00000026017"	"ENSMMUG00000006418"
